ID,Año,Campeonato,Equipo,Ganados,Perdidos,Empatados,Puntos,Partidos Jugados,GF,GC,DIF,Logo
1073,1976,Nacional 1976,Huracan,11,4,4,37,19,30,17,13,https://logodetimes.com/times/huracan/logo-huracan-256.png
1074,1976,Nacional 1976,Huracan (CR),7,8,3,24,18,20,24,-4,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1075,1976,Metropolitano 1976,Independiente,12,11,10,46,33,54,41,13,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
1076,1976,Nacional 1976,Independiente,8,3,5,29,16,24,17,7,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
1077,1976,Metropolitano 1976,Newells,12,9,12,48,33,43,40,3,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
1078,1976,Nacional 1976,Newells,11,5,4,37,20,39,24,15,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
1079,1976,Nacional 1976,Platense,4,8,4,16,16,15,26,-11,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
1080,1976,Metropolitano 1976,Quilmes,12,9,12,48,33,54,54,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
1081,1976,Nacional 1976,Quilmes,9,3,5,32,17,22,14,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
1082,1976,Metropolitano 1976,Racing Club,10,13,8,38,31,45,49,-4,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
1083,1976,Nacional 1976,Racing Club,7,6,3,24,16,26,25,1,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
1084,1976,Metropolitano 1976,River Plate,15,8,10,55,33,56,37,19,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
1085,1976,Nacional 1976,River Plate,13,3,4,43,20,38,17,21,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
1086,1976,Metropolitano 1976,Rosario Central,8,11,14,38,33,52,44,8,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
1087,1976,Nacional 1976,Rosario Central,7,2,7,28,16,23,17,6,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
1088,1976,Metropolitano 1976,San Lorenzo,11,13,9,42,33,38,46,-8,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
1089,1976,Nacional 1976,San Lorenzo,4,8,6,18,18,23,26,-3,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
1090,1976,Nacional 1976,San Lorenzo (MdP),2,13,3,9,18,24,53,-29,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Escudo_oficial_del_C._A._San_Lrenzo_de_Mar_del_Plata.png/220px-Escudo_oficial_del_C._A._San_Lrenzo_de_Mar_del_Plata.png
1091,1976,Nacional 1976,San Martin (M),4,7,5,17,16,22,26,-4,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1092,1976,Nacional 1976,San Martin (T),2,11,3,9,16,12,27,-15,https://logodetimes.com/times/san-martin-de-tucuman/logo-san-martin-de-tucuman-256.png
1093,1976,Metropolitano 1976,San Telmo,6,16,9,27,31,39,54,-15,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1094,1976,Nacional 1976,San Telmo,1,13,2,5,16,15,46,-31,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1095,1976,Nacional 1976,Talleres (C),13,4,4,43,21,45,19,26,https://logodetimes.com/times/talleres/logo-talleres-256.png
1096,1976,Metropolitano 1976,Temperley,9,13,9,36,31,36,41,-5,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Club-Atl%C3%A9tico-Temperley.png/120px-Club-Atl%C3%A9tico-Temperley.png
1097,1976,Nacional 1976,Temperley,3,10,3,12,16,17,28,-11,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Club-Atl%C3%A9tico-Temperley.png/120px-Club-Atl%C3%A9tico-Temperley.png
1098,1976,Metropolitano 1976,Union,15,11,7,52,33,50,36,14,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
1099,1976,Nacional 1976,Union,9,4,4,31,17,27,17,10,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
1100,1976,Metropolitano 1976,Velez,12,11,8,44,31,42,37,5,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
1101,1976,Nacional 1976,Velez,3,7,6,15,16,17,22,-5,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
1102,1977,Metropolitano 1977,All Boys,11,16,17,50,44,50,67,-17,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg/150px-Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg.png
1103,1977,Nacional 1977,All Boys,3,8,3,12,14,19,30,-11,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg/150px-Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg.png
1104,1977,Metropolitano 1977,Argentinos,14,15,15,57,44,61,61,0,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1105,1977,Nacional 1977,Argentinos,5,6,3,18,14,18,21,-3,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1106,1977,Nacional 1977,Atl Ledesma (J),3,7,4,13,14,13,21,-8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Escudo_Club_Atl%C3%A9tico_Ledesma.png/165px-Escudo_Club_Atl%C3%A9tico_Ledesma.png
1107,1977,Metropolitano 1977,Atlanta,15,19,10,55,44,52,65,-13,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
1108,1977,Nacional 1977,Atlanta,5,6,3,18,14,14,15,-1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
1109,1977,Metropolitano 1977,Banfield,13,16,15,54,44,48,50,-2,https://logodetimes.com/times/banfield/logo-banfield-256.png
1110,1977,Nacional 1977,Banfield,3,7,4,13,14,17,28,-11,https://logodetimes.com/times/banfield/logo-banfield-256.png
1111,1977,Nacional 1977,Belgrano,8,3,3,27,14,25,18,7,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
1112,1977,Metropolitano 1977,Boca Juniors,22,13,9,75,44,67,45,22,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1113,1977,Nacional 1977,Boca Juniors,7,4,3,24,14,22,16,6,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1114,1977,Nacional 1977,Central Norte (S),2,11,1,7,14,14,32,-18,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Escudo_del_Club_Central_Norte_de_Salta.svg/508px-Escudo_del_Club_Central_Norte_de_Salta.svg.png
1115,1977,Metropolitano 1977,Chacarita,12,16,16,52,44,53,62,-9,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
1116,1977,Nacional 1977,Chacarita,4,9,1,13,14,20,26,-6,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
1117,1977,Nacional 1977,Cipolletti,6,7,1,19,14,20,26,-6,https://upload.wikimedia.org/wikipedia/pt/thumb/f/f2/Club_Cipolletti.png/120px-Club_Cipolletti.png
1118,1977,Nacional 1977,Circulo Dep. (O),1,9,4,7,14,7,21,-14,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Circulo_deportivo.png/120px-Circulo_deportivo.png
1119,1977,Metropolitano 1977,Colon,20,11,13,73,44,74,57,17,https://logodetimes.com/times/colon/logo-colon-256.png
1120,1977,Nacional 1977,Colon,4,7,3,15,14,22,29,-7,https://logodetimes.com/times/colon/logo-colon-256.png
1121,1977,Nacional 1977,Estudiantes (BA),3,5,6,15,14,15,22,-7,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1122,1977,Metropolitano 1977,Estudiantes (LP),13,15,16,55,44,60,61,-1,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1123,1977,Nacional 1977,Estudiantes (LP),10,3,3,33,16,34,17,17,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1124,1977,Metropolitano 1977,Ferro,5,26,13,28,44,50,95,-45,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
1125,1977,Nacional 1977,Gimnasia (J),3,9,2,11,14,7,26,-19,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Escudo_del_Club_Gimnasia_y_Esgrima_Jujuy.svg/150px-Escudo_del_Club_Gimnasia_y_Esgrima_Jujuy.svg.png
1126,1977,Metropolitano 1977,Gimnasia (LP),15,19,10,55,44,75,76,-1,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
1127,1977,Nacional 1977,Gimnasia (LP),4,3,7,19,14,21,21,0,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
1128,1977,Metropolitano 1977,Huracan,14,14,16,58,44,56,59,-3,https://logodetimes.com/times/huracan/logo-huracan-256.png
1129,1977,Nacional 1977,Huracan,6,5,3,21,14,25,23,2,https://logodetimes.com/times/huracan/logo-huracan-256.png
